"sep=	"
Shimmer_6815_Timestamp_Unix_CAL	Shimmer_6815_PPG_A13_CAL	
ms	mV	
1.7688726129030151E12	0.0	
1.7688726129108276E12	0.0	
1.7688726129186401E12	0.0	
1.7688726129264526E12	0.0	
1.7688726129342651E12	0.0	
1.7688726129420776E12	0.0	
1.7688726129498901E12	0.0	
1.7688726129577026E12	0.0	
1.7688726129655151E12	0.0	
1.7688726129733276E12	0.0	
1.7688726129811401E12	0.0	
1.7688726129889526E12	0.0	
1.7688726129967651E12	0.0	
1.7688726130045776E12	0.0	
1.7688726130123901E12	0.0	
1.7688726130202026E12	0.0	
1.7688726130280151E12	0.0	
1.7688726130358276E12	0.0	
1.7688726130436401E12	0.0	
1.7688726130514526E12	0.0	
1.7688726130592651E12	0.0	
1.7688726130670776E12	0.0	
1.7688726130748901E12	0.0	
1.7688726130827026E12	0.0	
1.7688726130905151E12	0.0	
1.7688726130983276E12	0.0	
1.7688726131061401E12	0.0	
1.7688726131139526E12	0.0	
1.7688726131217651E12	0.0	
1.7688726131295776E12	0.0	
1.7688726131373901E12	0.0	
1.7688726131452026E12	0.0	
1.7688726131530151E12	0.0	
1.7688726131608276E12	0.0	
1.7688726131686401E12	0.0	
1.7688726131764526E12	0.0	
1.7688726131842651E12	0.0	
1.7688726131920776E12	0.0	
1.7688726131998901E12	0.0	
1.7688726132077026E12	0.0	
1.7688726132155151E12	0.0	
1.7688726132233276E12	0.0	
1.7688726132311401E12	0.0	
1.7688726132389526E12	0.0	
1.7688726132467651E12	0.0	
1.7688726132545776E12	0.0	
1.7688726132623901E12	0.0	
1.7688726132702026E12	0.0	
1.7688726132780151E12	0.0	
1.7688726132858276E12	0.0	
1.7688726132936401E12	0.0	
1.7688726133014526E12	0.0	
1.7688726133092651E12	0.0	
1.7688726133170776E12	0.0	
1.7688726133248901E12	0.0	
1.7688726133327026E12	0.0	
1.7688726133405151E12	0.0	
1.7688726133483276E12	0.0	
1.7688726133561401E12	0.0	
1.7688726133639526E12	0.0	
1.7688726133717651E12	0.0	
1.7688726133795776E12	0.0	
1.7688726133873901E12	0.0	
1.7688726133952026E12	0.0	
1.7688726134030151E12	0.0	
1.7688726134108276E12	0.0	
1.7688726134186401E12	0.0	
1.7688726134264526E12	0.0	
1.7688726134342651E12	0.0	
1.7688726134420776E12	0.0	
1.7688726134498901E12	0.0	
1.7688726134577026E12	0.0	
1.7688726134655151E12	0.0	
1.7688726134733276E12	0.0	
1.7688726134811401E12	0.0	
1.7688726134889526E12	0.0	
1.7688726134967651E12	0.0	
1.7688726135045776E12	0.0	
1.7688726135123901E12	0.0	
1.7688726135202026E12	0.0	
1.7688726135280151E12	0.0	
1.7688726135358276E12	0.0	
1.7688726135436401E12	0.0	
1.7688726135514526E12	0.0	
1.7688726135592651E12	0.0	
1.7688726135670776E12	0.0	
1.7688726135748901E12	0.0	
1.7688726135827026E12	0.0	
1.7688726135905151E12	0.0	
1.7688726135983276E12	0.0	
1.7688726136061401E12	0.0	
1.7688726136139526E12	0.0	
1.7688726136217651E12	0.0	
1.7688726136295776E12	0.0	
1.7688726136373901E12	0.0	
1.7688726136452026E12	0.0	
1.7688726136530151E12	0.0	
1.7688726136608276E12	0.0	
1.7688726136686401E12	0.0	
1.7688726136764526E12	0.0	
1.7688726136842651E12	0.0	
1.7688726136920776E12	0.0	
1.7688726136998901E12	0.0	
1.7688726137077026E12	0.0	
1.7688726137155151E12	0.0	
1.7688726137233276E12	0.0	
1.7688726137311401E12	0.0	
1.7688726137389526E12	0.0	
1.7688726137467651E12	0.0	
1.7688726137545776E12	0.0	
1.7688726137623901E12	0.0	
1.7688726137702026E12	0.0	
1.7688726137780151E12	0.0	
1.7688726137858276E12	0.0	
1.7688726137936401E12	0.0	
1.7688726138014526E12	0.0	
1.7688726138092651E12	0.0	
1.7688726138170776E12	0.0	
1.7688726138248901E12	0.0	
1.7688726138327026E12	0.0	
1.7688726138405151E12	0.0	
1.7688726138483276E12	0.0	
1.7688726138561401E12	0.0	
1.7688726138639526E12	0.0	
1.7688726138717651E12	0.0	
1.7688726138795776E12	0.0	
1.7688726138873901E12	0.0	
1.7688726138952026E12	0.0	
1.7688726139030151E12	0.0	
1.7688726139108276E12	0.0	
1.7688726139186401E12	0.0	
1.7688726139264526E12	0.0	
1.7688726139342651E12	0.0	
1.7688726139420776E12	0.0	
1.7688726139498901E12	0.0	
1.7688726139577026E12	0.0	
1.7688726139655151E12	0.0	
1.7688726139733276E12	0.0	
1.7688726139811401E12	0.0	
1.7688726139889526E12	0.0	
1.7688726139967651E12	0.0	
1.7688726140045776E12	0.0	
1.7688726140123901E12	0.0	
1.7688726140202026E12	0.0	
1.7688726140280151E12	0.0	
1.7688726140358276E12	0.0	
1.7688726140436401E12	0.0	
1.7688726140514526E12	0.0	
1.7688726140592651E12	0.0	
1.7688726140670776E12	0.0	
1.7688726140748901E12	0.0	
1.7688726140827026E12	0.0	
1.7688726140905151E12	0.0	
1.7688726140983276E12	0.0	
1.7688726141061401E12	0.0	
1.7688726141139526E12	0.0	
1.7688726141217651E12	0.0	
1.7688726141295776E12	0.0	
1.7688726141373901E12	0.0	
1.7688726141452026E12	0.0	
1.7688726141530151E12	0.0	
1.7688726141608276E12	0.0	
1.7688726141686401E12	0.0	
1.7688726141764526E12	0.0	
1.7688726141842651E12	0.0	
1.7688726141920776E12	0.0	
1.7688726141998901E12	0.0	
1.7688726142077026E12	0.0	
1.7688726142155151E12	0.0	
1.7688726142233276E12	0.0	
1.7688726142311401E12	0.0	
1.7688726142389526E12	0.0	
1.7688726142467651E12	0.0	
1.7688726142545776E12	0.0	
1.7688726142623901E12	0.0	
1.7688726142702026E12	0.0	
1.7688726142780151E12	0.0	
1.7688726142858276E12	0.0	
1.7688726142936401E12	0.0	
1.7688726143014526E12	0.0	
1.7688726143092651E12	0.0	
1.7688726143170776E12	0.0	
1.7688726143248901E12	0.0	
1.7688726143327026E12	0.0	
1.7688726143405151E12	0.0	
1.7688726143483276E12	0.0	
1.7688726143561401E12	0.0	
1.7688726143639526E12	0.0	
1.7688726143717651E12	0.0	
1.7688726143795776E12	0.0	
1.7688726143873901E12	0.0	
1.7688726143952026E12	0.0	
1.7688726144030151E12	0.0	
1.7688726144108276E12	0.0	
1.7688726144186401E12	0.0	
1.7688726144264526E12	0.0	
1.7688726144342651E12	0.0	
1.7688726144420776E12	0.0	
1.7688726144498901E12	0.0	
1.7688726144577026E12	0.0	
1.7688726144655151E12	0.0	
1.7688726144733276E12	0.0	
1.7688726144811401E12	0.0	
1.7688726144889526E12	0.0	
1.7688726144967651E12	0.0	
1.7688726145045776E12	0.0	
1.7688726145123901E12	0.0	
1.7688726145202026E12	0.0	
1.7688726145280151E12	0.0	
1.7688726145358276E12	0.0	
1.7688726145436401E12	0.0	
1.7688726145514526E12	0.0	
1.7688726145592651E12	0.0	
1.7688726145670776E12	0.0	
1.7688726145748901E12	0.0	
1.7688726145827026E12	0.0	
1.7688726145905151E12	0.0	
1.7688726145983276E12	0.0	
1.7688726146061401E12	0.0	
1.7688726146139526E12	0.0	
1.7688726146217651E12	0.0	
1.7688726146295776E12	0.0	
1.7688726146373901E12	0.0	
1.7688726146452026E12	0.0	
1.7688726146530151E12	0.0	
1.7688726146608276E12	0.0	
1.7688726146686401E12	0.0	
1.7688726146764526E12	0.0	
1.7688726146842651E12	0.0	
1.7688726146920776E12	0.0	
1.7688726146998901E12	0.0	
1.7688726147077026E12	0.0	
1.7688726147155151E12	0.0	
1.7688726147233276E12	0.0	
1.7688726147311401E12	0.0	
1.7688726147389526E12	0.0	
1.7688726147467651E12	0.0	
1.7688726147545776E12	0.0	
1.7688726147623901E12	0.0	
1.7688726147702026E12	0.0	
1.7688726147780151E12	0.0	
1.7688726147858276E12	0.0	
1.7688726147936401E12	0.0	
1.7688726148014526E12	0.0	
1.7688726148092651E12	0.0	
1.7688726148170776E12	0.0	
1.7688726148248901E12	0.0	
1.7688726148327026E12	0.0	
1.7688726148405151E12	0.0	
1.7688726148483276E12	0.0	
1.7688726148561401E12	0.0	
1.7688726148639526E12	0.0	
1.7688726148717651E12	0.0	
1.7688726148795776E12	0.0	
1.7688726148873901E12	0.0	
1.7688726148952026E12	0.0	
1.7688726149030151E12	0.0	
1.7688726149108276E12	0.0	
1.7688726149186401E12	0.0	
1.7688726149264526E12	0.0	
1.7688726149342651E12	0.0	
1.7688726149420776E12	0.0	
1.7688726149498901E12	0.0	
1.7688726149577026E12	0.0	
