event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-18T20:52:31.735326+00:00,2026-01-18T20:52:31.735326+00:00,1768769551.735326,1768769551.735326,0.0
inhale,2026-01-18T20:52:33.518076+00:00,2026-01-18T20:52:35.587944+00:00,1768769553.518076,1768769555.587944,2.069868
inhale,2026-01-18T20:52:38.903172+00:00,2026-01-18T20:52:41.484700+00:00,1768769558.903172,1768769561.4847,2.581528
inhale,2026-01-18T20:52:45.007766+00:00,2026-01-18T20:52:47.649537+00:00,1768769565.007766,1768769567.649537,2.641771
inhale,2026-01-18T20:52:50.904440+00:00,2026-01-18T20:52:53.392917+00:00,1768769570.90444,1768769573.392917,2.488477
inhale,2026-01-18T20:52:57.024708+00:00,2026-01-18T20:52:59.587254+00:00,1768769577.024708,1768769579.587254,2.562546
inhale,2026-01-18T20:53:03.322156+00:00,2026-01-18T20:53:06.444186+00:00,1768769583.322156,1768769586.444186,3.12203
inhale,2026-01-18T20:53:09.982129+00:00,2026-01-18T20:53:12.864195+00:00,1768769589.982129,1768769592.864195,2.882066
inhale,2026-01-18T20:53:16.479133+00:00,2026-01-18T20:53:19.446670+00:00,1768769596.479133,1768769599.44667,2.967537
inhale,2026-01-18T20:53:23.181686+00:00,2026-01-18T20:53:26.499196+00:00,1768769603.181686,1768769606.499196,3.31751
inhale,2026-01-18T20:53:30.156675+00:00,2026-01-18T20:53:32.603447+00:00,1768769610.156675,1768769612.603447,2.446772
inhale,2026-01-18T20:53:35.616858+00:00,2026-01-18T20:53:37.748431+00:00,1768769615.616858,1768769617.748431,2.131573
inhale,2026-01-18T20:53:41.287717+00:00,2026-01-18T20:53:43.971047+00:00,1768769621.287717,1768769623.971047,2.68333
inhale,2026-01-18T20:53:48.368216+00:00,2026-01-18T20:53:51.098360+00:00,1768769628.368216,1768769631.09836,2.730144
inhale,2026-01-18T20:53:54.830798+00:00,2026-01-18T20:53:57.862530+00:00,1768769634.830798,1768769637.86253,3.031732
inhale,2026-01-18T20:54:01.792863+00:00,2026-01-18T20:54:04.670666+00:00,1768769641.792863,1768769644.670666,2.877803
inhale,2026-01-18T20:54:09.065667+00:00,2026-01-18T20:54:11.617089+00:00,1768769649.065667,1768769651.617089,2.551422
inhale,2026-01-18T20:54:15.350468+00:00,2026-01-18T20:54:18.187027+00:00,1768769655.350468,1768769658.187027,2.836559
inhale,2026-01-18T20:54:21.862233+00:00,2026-01-18T20:54:24.785110+00:00,1768769661.862233,1768769664.78511,2.922877
inhale,2026-01-18T20:54:28.417562+00:00,2026-01-18T20:54:31.686838+00:00,1768769668.417562,1768769671.686838,3.269276
