event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-15T20:23:03.992679+00:00,2026-01-15T20:23:03.992679+00:00,1768508583.992679,1768508583.992679,0.0
inhale,2026-01-15T20:23:07.283568+00:00,2026-01-15T20:23:10.262307+00:00,1768508587.283568,1768508590.262307,2.978739
inhale,2026-01-15T20:23:14.326695+00:00,2026-01-15T20:23:17.641738+00:00,1768508594.326695,1768508597.641738,3.315043
inhale,2026-01-15T20:23:21.435926+00:00,2026-01-15T20:23:24.180910+00:00,1768508601.435926,1768508604.18091,2.744984
inhale,2026-01-15T20:23:27.750492+00:00,2026-01-15T20:23:30.975275+00:00,1768508607.750492,1768508610.975275,3.224783
inhale,2026-01-15T20:23:35.222637+00:00,2026-01-15T20:23:38.444500+00:00,1768508615.222637,1768508618.4445,3.221863
inhale,2026-01-15T20:23:42.554119+00:00,2026-01-15T20:23:45.630611+00:00,1768508622.554119,1768508625.630611,3.076492
inhale,2026-01-15T20:23:49.590992+00:00,2026-01-15T20:23:53.023349+00:00,1768508629.590992,1768508633.023349,3.432357
inhale,2026-01-15T20:23:56.909966+00:00,2026-01-15T20:24:00.525227+00:00,1768508636.909966,1768508640.525227,3.615261
inhale,2026-01-15T20:24:04.724085+00:00,2026-01-15T20:24:08.336832+00:00,1768508644.724085,1768508648.336832,3.612747
inhale,2026-01-15T20:24:12.566464+00:00,2026-01-15T20:24:15.554108+00:00,1768508652.566464,1768508655.554108,2.987644
inhale,2026-01-15T20:24:20.083259+00:00,2026-01-15T20:24:23.005579+00:00,1768508660.083259,1768508663.005579,2.92232
inhale,2026-01-15T20:24:26.847909+00:00,2026-01-15T20:24:30.493263+00:00,1768508666.847909,1768508670.493263,3.645354
inhale,2026-01-15T20:24:34.797736+00:00,2026-01-15T20:24:38.184932+00:00,1768508674.797736,1768508678.184932,3.387196
inhale,2026-01-15T20:24:41.769766+00:00,2026-01-15T20:24:45.296228+00:00,1768508681.769766,1768508685.296228,3.526462
inhale,2026-01-15T20:24:50.276732+00:00,2026-01-15T20:24:53.678900+00:00,1768508690.276732,1768508693.6789,3.402168
inhale,2026-01-15T20:24:57.449494+00:00,2026-01-15T20:25:01.180243+00:00,1768508697.449494,1768508701.180243,3.730749
inhale,2026-01-15T20:25:05.198303+00:00,2026-01-15T20:25:08.303553+00:00,1768508705.198303,1768508708.303553,3.10525
