event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-18T22:38:53.622672+00:00,2026-01-18T22:38:53.622672+00:00,1768775933.622672,1768775933.622672,0.0
inhale,2026-01-18T22:38:55.450237+00:00,2026-01-18T22:38:56.921515+00:00,1768775935.450237,1768775936.921515,1.471278
inhale,2026-01-18T22:38:59.185881+00:00,2026-01-18T22:39:01.465536+00:00,1768775939.185881,1768775941.465536,2.279655
inhale,2026-01-18T22:39:03.803773+00:00,2026-01-18T22:39:06.147379+00:00,1768775943.803773,1768775946.147379,2.343606
inhale,2026-01-18T22:39:08.183194+00:00,2026-01-18T22:39:10.226517+00:00,1768775948.183194,1768775950.226517,2.043323
inhale,2026-01-18T22:39:12.202924+00:00,2026-01-18T22:39:14.298561+00:00,1768775952.202924,1768775954.298561,2.095637
inhale,2026-01-18T22:39:16.310712+00:00,2026-01-18T22:39:18.765387+00:00,1768775956.310712,1768775958.765387,2.454675
inhale,2026-01-18T22:39:20.927821+00:00,2026-01-18T22:39:23.038857+00:00,1768775960.927821,1768775963.038857,2.111036
inhale,2026-01-18T22:39:24.999803+00:00,2026-01-18T22:39:27.077744+00:00,1768775964.999803,1768775967.077744,2.077941
inhale,2026-01-18T22:39:29.139237+00:00,2026-01-18T22:39:31.197011+00:00,1768775969.139237,1768775971.197011,2.057774
inhale,2026-01-18T22:39:33.331910+00:00,2026-01-18T22:39:35.307308+00:00,1768775973.33191,1768775975.307308,1.975398
inhale,2026-01-18T22:39:37.549428+00:00,2026-01-18T22:39:39.491237+00:00,1768775977.549428,1768775979.491237,1.941809
inhale,2026-01-18T22:39:41.526533+00:00,2026-01-18T22:39:43.823864+00:00,1768775981.526533,1768775983.823864,2.297331
inhale,2026-01-18T22:39:45.903414+00:00,2026-01-18T22:39:48.268675+00:00,1768775985.903414,1768775988.268675,2.365261
inhale,2026-01-18T22:39:50.558311+00:00,2026-01-18T22:39:52.603974+00:00,1768775990.558311,1768775992.603974,2.045663
inhale,2026-01-18T22:39:54.882887+00:00,2026-01-18T22:39:56.843668+00:00,1768775994.882887,1768775996.843668,1.960781
inhale,2026-01-18T22:39:59.577908+00:00,2026-01-18T22:40:01.710088+00:00,1768775999.577908,1768776001.710088,2.13218
inhale,2026-01-18T22:40:03.863406+00:00,2026-01-18T22:40:05.888422+00:00,1768776003.863406,1768776005.888422,2.025016
inhale,2026-01-18T22:40:08.278134+00:00,2026-01-18T22:40:10.325350+00:00,1768776008.278134,1768776010.32535,2.047216
inhale,2026-01-18T22:40:12.389414+00:00,2026-01-18T22:40:14.371531+00:00,1768776012.389414,1768776014.371531,1.982117
inhale,2026-01-18T22:40:16.541153+00:00,2026-01-18T22:40:18.827172+00:00,1768776016.541153,1768776018.827172,2.286019
inhale,2026-01-18T22:40:20.884824+00:00,2026-01-18T22:40:22.814629+00:00,1768776020.884824,1768776022.814629,1.929805
inhale,2026-01-18T22:40:25.026648+00:00,2026-01-18T22:40:27.487895+00:00,1768776025.026648,1768776027.487895,2.461247
inhale,2026-01-18T22:40:29.969320+00:00,2026-01-18T22:40:32.209029+00:00,1768776029.96932,1768776032.209029,2.239709
inhale,2026-01-18T22:40:34.554926+00:00,2026-01-18T22:40:36.837986+00:00,1768776034.554926,1768776036.837986,2.28306
inhale,2026-01-18T22:40:39.529943+00:00,2026-01-18T22:40:41.674005+00:00,1768776039.529943,1768776041.674005,2.144062
inhale,2026-01-18T22:40:43.695999+00:00,2026-01-18T22:40:45.759057+00:00,1768776043.695999,1768776045.759057,2.063058
inhale,2026-01-18T22:40:47.914755+00:00,2026-01-18T22:40:50.004128+00:00,1768776047.914755,1768776050.004128,2.089373
inhale,2026-01-18T22:40:51.868024+00:00,2026-01-18T22:40:54.093386+00:00,1768776051.868024,1768776054.093386,2.225362
inhale,2026-01-18T22:40:55.723898+00:00,2026-01-18T22:40:57.671989+00:00,1768776055.723898,1768776057.671989,1.948091
