event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-20T21:39:48.133142+00:00,2026-01-20T21:39:48.133142+00:00,1768945188.133142,1768945188.133142,0.0
inhale,2026-01-20T21:39:52.157395+00:00,2026-01-20T21:39:53.973296+00:00,1768945192.157395,1768945193.973296,1.815901
inhale,2026-01-20T21:40:00.912356+00:00,2026-01-20T21:40:02.027627+00:00,1768945200.912356,1768945202.027627,1.115271
inhale,2026-01-20T21:40:15.184754+00:00,2026-01-20T21:40:16.784309+00:00,1768945215.184754,1768945216.784309,1.599555
inhale,2026-01-20T21:40:39.947217+00:00,2026-01-20T21:40:42.029485+00:00,1768945239.947217,1768945242.029485,2.082268
inhale,2026-01-20T21:40:45.835798+00:00,2026-01-20T21:40:47.825566+00:00,1768945245.835798,1768945247.825566,1.989768
inhale,2026-01-20T21:40:51.028926+00:00,2026-01-20T21:40:53.626437+00:00,1768945251.028926,1768945253.626437,2.597511
inhale,2026-01-20T21:40:57.806095+00:00,2026-01-20T21:41:00.431792+00:00,1768945257.806095,1768945260.431792,2.625697
inhale,2026-01-20T21:41:07.059293+00:00,2026-01-20T21:41:09.570468+00:00,1768945267.059293,1768945269.570468,2.511175
inhale,2026-01-20T21:41:13.781247+00:00,2026-01-20T21:41:16.759361+00:00,1768945273.781247,1768945276.759361,2.978114
inhale,2026-01-20T21:41:20.909695+00:00,2026-01-20T21:41:23.224669+00:00,1768945280.909695,1768945283.224669,2.314974
inhale,2026-01-20T21:41:27.486074+00:00,2026-01-20T21:41:29.840547+00:00,1768945287.486074,1768945289.840547,2.354473
inhale,2026-01-20T21:41:32.431246+00:00,2026-01-20T21:41:34.022255+00:00,1768945292.431246,1768945294.022255,1.591009
inhale,2026-01-20T21:41:47.413958+00:00,2026-01-20T21:41:49.469531+00:00,1768945307.413958,1768945309.469531,2.055573
inhale,2026-01-20T21:41:52.540975+00:00,2026-01-20T21:41:54.377600+00:00,1768945312.540975,1768945314.3776,1.836625
inhale,2026-01-20T21:42:04.142465+00:00,2026-01-20T21:42:05.584419+00:00,1768945324.142465,1768945325.584419,1.441954
inhale,2026-01-20T21:42:08.944120+00:00,2026-01-20T21:42:10.870901+00:00,1768945328.94412,1768945330.870901,1.926781
inhale,2026-01-20T21:42:14.230009+00:00,2026-01-20T21:42:16.368351+00:00,1768945334.230009,1768945336.368351,2.138342
inhale,2026-01-20T21:42:19.574118+00:00,2026-01-20T21:42:21.768289+00:00,1768945339.574118,1768945341.768289,2.194171
inhale,2026-01-20T21:42:25.157759+00:00,2026-01-20T21:42:28.137393+00:00,1768945345.157759,1768945348.137393,2.979634
inhale,2026-01-20T21:42:31.918388+00:00,2026-01-20T21:42:33.761032+00:00,1768945351.918388,1768945353.761032,1.842644
inhale,2026-01-20T21:42:50.406616+00:00,2026-01-20T21:42:52.389988+00:00,1768945370.406616,1768945372.389988,1.983372
inhale,2026-01-20T21:43:04.964372+00:00,2026-01-20T21:43:06.553986+00:00,1768945384.964372,1768945386.553986,1.589614
