Shimmer_6815_Timestamp_Unix_CAL,Shimmer_6815_PPG_A13_CAL,Unnamed: 2,inhale,inhale_id,epoch_sec
1768945191990.0513,41.02564102564102,,0,-1,1768945191.9900513
1768945191997.8638,124.54212454212454,,0,-1,1768945191.9978638
1768945192005.6765,218.3150183150183,,0,-1,1768945192.0056765
1768945192013.4888,317.9487179487179,,0,-1,1768945192.0134888
1768945192021.3013,418.3150183150183,,0,-1,1768945192.0213013
1768945192029.1138,512.8205128205128,,0,-1,1768945192.0291138
1768945192036.9265,602.1978021978022,,0,-1,1768945192.0369265
1768945192044.7388,683.5164835164835,,0,-1,1768945192.0447388
1768945192052.5513,756.7765567765567,,0,-1,1768945192.0525513
1768945192060.3638,819.7802197802197,,0,-1,1768945192.0603638
1768945192068.1765,872.5274725274725,,0,-1,1768945192.0681765
1768945192075.9888,916.4835164835164,,0,-1,1768945192.0759888
1768945192083.8013,953.113553113553,,0,-1,1768945192.0838013
1768945192091.6138,983.1501831501832,,0,-1,1768945192.0916138
1768945192099.4265,1007.3260073260072,,0,-1,1768945192.0994265
1768945192107.2388,1032.967032967033,,0,-1,1768945192.1072388
1768945192115.0513,1060.07326007326,,0,-1,1768945192.1150513
1768945192122.8638,1082.051282051282,,0,-1,1768945192.1228638
1768945192130.6765,1101.8315018315018,,0,-1,1768945192.1306765
1768945192138.4888,1123.076923076923,,0,-1,1768945192.1384888
1768945192146.3013,1146.5201465201465,,0,-1,1768945192.1463013
1768945192154.1138,1168.4981684981683,,0,-1,1768945192.1541138
1768945192161.9265,1186.080586080586,,1,0,1768945192.1619265
1768945192169.7388,1203.6630036630036,,1,0,1768945192.1697388
1768945192177.5513,1218.3150183150185,,1,0,1768945192.1775513
1768945192185.3638,1225.6410256410256,,1,0,1768945192.1853638
1768945192193.1765,1229.3040293040292,,1,0,1768945192.1931765
1768945192200.9888,1238.095238095238,,1,0,1768945192.2009888
1768945192208.8013,1249.084249084249,,1,0,1768945192.2088013
1768945192216.6138,1258.6080586080586,,1,0,1768945192.2166138
1768945192224.4265,1265.2014652014652,,1,0,1768945192.2244265
1768945192232.2388,1271.062271062271,,1,0,1768945192.2322388
