event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-20T21:15:08.967216+00:00,2026-01-20T21:15:08.967216+00:00,1768943708.967216,1768943708.967216,0.0
inhale,2026-01-20T21:15:14.879438+00:00,2026-01-20T21:15:16.930328+00:00,1768943714.879438,1768943716.930328,2.05089
inhale,2026-01-20T21:15:20.296227+00:00,2026-01-20T21:15:23.267422+00:00,1768943720.296227,1768943723.267422,2.971195
inhale,2026-01-20T21:15:27.653064+00:00,2026-01-20T21:15:29.921657+00:00,1768943727.653064,1768943729.921657,2.268593
inhale,2026-01-20T21:15:33.938513+00:00,2026-01-20T21:15:36.675946+00:00,1768943733.938513,1768943736.675946,2.737433
inhale,2026-01-20T21:15:40.307246+00:00,2026-01-20T21:15:42.954135+00:00,1768943740.307246,1768943742.954135,2.646889
inhale,2026-01-20T21:15:47.205328+00:00,2026-01-20T21:15:49.914814+00:00,1768943747.205328,1768943749.914814,2.709486
inhale,2026-01-20T21:15:53.622642+00:00,2026-01-20T21:15:56.381394+00:00,1768943753.622642,1768943756.381394,2.758752
inhale,2026-01-20T21:15:59.771478+00:00,2026-01-20T21:16:02.428694+00:00,1768943759.771478,1768943762.428694,2.657216
inhale,2026-01-20T21:16:05.527127+00:00,2026-01-20T21:16:07.987092+00:00,1768943765.527127,1768943767.987092,2.459965
inhale,2026-01-20T21:16:12.019943+00:00,2026-01-20T21:16:14.617941+00:00,1768943772.019943,1768943774.617941,2.597998
inhale,2026-01-20T21:16:18.264840+00:00,2026-01-20T21:16:20.943313+00:00,1768943778.26484,1768943780.943313,2.678473
inhale,2026-01-20T21:16:24.030895+00:00,2026-01-20T21:16:26.387107+00:00,1768943784.030895,1768943786.387107,2.356212
inhale,2026-01-20T21:16:29.762713+00:00,2026-01-20T21:16:32.846571+00:00,1768943789.762713,1768943792.846571,3.083858
inhale,2026-01-20T21:16:36.618166+00:00,2026-01-20T21:16:39.146264+00:00,1768943796.618166,1768943799.146264,2.528098
inhale,2026-01-20T21:16:42.868540+00:00,2026-01-20T21:16:45.854089+00:00,1768943802.86854,1768943805.854089,2.985549
inhale,2026-01-20T21:16:50.302854+00:00,2026-01-20T21:16:53.124332+00:00,1768943810.302854,1768943813.124332,2.821478
inhale,2026-01-20T21:16:56.779056+00:00,2026-01-20T21:17:00.089149+00:00,1768943816.779056,1768943820.089149,3.310093
