event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-19T02:09:36.837712+00:00,2026-01-19T02:09:36.837712+00:00,1768788576.837712,1768788576.837712,0.0
inhale,2026-01-19T02:09:38.708727+00:00,2026-01-19T02:09:41.051740+00:00,1768788578.708727,1768788581.05174,2.343013
inhale,2026-01-19T02:09:44.884757+00:00,2026-01-19T02:09:47.479065+00:00,1768788584.884757,1768788587.479065,2.594308
inhale,2026-01-19T02:09:51.273476+00:00,2026-01-19T02:09:54.358942+00:00,1768788591.273476,1768788594.358942,3.085466
inhale,2026-01-19T02:09:58.565120+00:00,2026-01-19T02:10:01.384138+00:00,1768788598.56512,1768788601.384138,2.819018
inhale,2026-01-19T02:10:06.507218+00:00,2026-01-19T02:10:09.180038+00:00,1768788606.507218,1768788609.180038,2.67282
inhale,2026-01-19T02:10:14.739280+00:00,2026-01-19T02:10:17.359434+00:00,1768788614.73928,1768788617.359434,2.620154
inhale,2026-01-19T02:10:22.244441+00:00,2026-01-19T02:10:25.770387+00:00,1768788622.244441,1768788625.770387,3.525946
inhale,2026-01-19T02:10:30.549392+00:00,2026-01-19T02:10:33.549774+00:00,1768788630.549392,1768788633.549774,3.000382
inhale,2026-01-19T02:10:37.840044+00:00,2026-01-19T02:10:40.606357+00:00,1768788637.840044,1768788640.606357,2.766313
inhale,2026-01-19T02:10:45.611058+00:00,2026-01-19T02:10:48.602014+00:00,1768788645.611058,1768788648.602014,2.990956
inhale,2026-01-19T02:10:53.449546+00:00,2026-01-19T02:10:56.950733+00:00,1768788653.449546,1768788656.950733,3.501187
inhale,2026-01-19T02:11:01.275706+00:00,2026-01-19T02:11:05.084948+00:00,1768788661.275706,1768788665.084948,3.809242
inhale,2026-01-19T02:11:09.755074+00:00,2026-01-19T02:11:13.122077+00:00,1768788669.755074,1768788673.122077,3.367003
inhale,2026-01-19T02:11:17.575990+00:00,2026-01-19T02:11:20.907520+00:00,1768788677.57599,1768788680.90752,3.33153
inhale,2026-01-19T02:11:25.381732+00:00,2026-01-19T02:11:29.328567+00:00,1768788685.381732,1768788689.328567,3.946835
inhale,2026-01-19T02:11:33.204838+00:00,2026-01-19T02:11:37.481492+00:00,1768788693.204838,1768788697.481492,4.276654
