event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-20T21:27:17.019212+00:00,2026-01-20T21:27:17.019212+00:00,1768944437.019212,1768944437.019212,0.0
inhale,2026-01-20T21:27:28.236404+00:00,2026-01-20T21:27:28.381094+00:00,1768944448.236404,1768944448.381094,0.14469
inhale,2026-01-20T21:27:33.292729+00:00,2026-01-20T21:27:35.819969+00:00,1768944453.292729,1768944455.819969,2.52724
inhale,2026-01-20T21:27:38.563979+00:00,2026-01-20T21:27:41.252881+00:00,1768944458.563979,1768944461.252881,2.688902
inhale,2026-01-20T21:27:44.346985+00:00,2026-01-20T21:27:47.211766+00:00,1768944464.346985,1768944467.211766,2.864781
inhale,2026-01-20T21:27:49.941627+00:00,2026-01-20T21:27:52.492308+00:00,1768944469.941627,1768944472.492308,2.550681
inhale,2026-01-20T21:27:55.255296+00:00,2026-01-20T21:27:57.898482+00:00,1768944475.255296,1768944477.898482,2.643186
inhale,2026-01-20T21:28:00.781303+00:00,2026-01-20T21:28:03.383425+00:00,1768944480.781303,1768944483.383425,2.602122
inhale,2026-01-20T21:28:06.341468+00:00,2026-01-20T21:28:08.816956+00:00,1768944486.341468,1768944488.816956,2.475488
inhale,2026-01-20T21:28:11.358568+00:00,2026-01-20T21:28:13.971272+00:00,1768944491.358568,1768944493.971272,2.612704
inhale,2026-01-20T21:28:16.890831+00:00,2026-01-20T21:28:19.084636+00:00,1768944496.890831,1768944499.084636,2.193805
inhale,2026-01-20T21:28:21.917298+00:00,2026-01-20T21:28:24.405057+00:00,1768944501.917298,1768944504.405057,2.487759
inhale,2026-01-20T21:28:27.219669+00:00,2026-01-20T21:28:29.889921+00:00,1768944507.219669,1768944509.889921,2.670252
inhale,2026-01-20T21:28:33.121059+00:00,2026-01-20T21:28:35.974750+00:00,1768944513.121059,1768944515.97475,2.853691
inhale,2026-01-20T21:28:38.972591+00:00,2026-01-20T21:28:41.766528+00:00,1768944518.972591,1768944521.766528,2.793937
inhale,2026-01-20T21:28:45.065993+00:00,2026-01-20T21:28:47.898620+00:00,1768944525.065993,1768944527.89862,2.832627
inhale,2026-01-20T21:28:51.232884+00:00,2026-01-20T21:28:54.184403+00:00,1768944531.232884,1768944534.184403,2.951519
inhale,2026-01-20T21:28:57.233227+00:00,2026-01-20T21:29:00.148266+00:00,1768944537.233227,1768944540.148266,2.915039
inhale,2026-01-20T21:29:02.934429+00:00,2026-01-20T21:29:06.541623+00:00,1768944542.934429,1768944546.541623,3.607194
inhale,2026-01-20T21:29:09.405337+00:00,2026-01-20T21:29:12.886177+00:00,1768944549.405337,1768944552.886177,3.48084
inhale,2026-01-20T21:29:15.510266+00:00,2026-01-20T21:29:19.341434+00:00,1768944555.510266,1768944559.341434,3.831168
