event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-19T02:32:09.145576+00:00,2026-01-19T02:32:09.145576+00:00,1768789929.145576,1768789929.145576,0.0
inhale,2026-01-19T02:32:11.699838+00:00,2026-01-19T02:32:13.921331+00:00,1768789931.699838,1768789933.921331,2.221493
inhale,2026-01-19T02:32:17.545587+00:00,2026-01-19T02:32:19.607537+00:00,1768789937.545587,1768789939.607537,2.06195
inhale,2026-01-19T02:32:24.051579+00:00,2026-01-19T02:32:26.787755+00:00,1768789944.051579,1768789946.787755,2.736176
inhale,2026-01-19T02:32:31.673577+00:00,2026-01-19T02:32:35.039673+00:00,1768789951.673577,1768789955.039673,3.366096
inhale,2026-01-19T02:32:40.039452+00:00,2026-01-19T02:32:43.467954+00:00,1768789960.039452,1768789963.467954,3.428502
inhale,2026-01-19T02:32:47.266383+00:00,2026-01-19T02:32:50.252980+00:00,1768789967.266383,1768789970.25298,2.986597
inhale,2026-01-19T02:32:54.541470+00:00,2026-01-19T02:32:57.952723+00:00,1768789974.54147,1768789977.952723,3.411253
inhale,2026-01-19T02:33:01.997856+00:00,2026-01-19T02:33:05.823540+00:00,1768789981.997856,1768789985.82354,3.825684
inhale,2026-01-19T02:33:10.147278+00:00,2026-01-19T02:33:13.625666+00:00,1768789990.147278,1768789993.625666,3.478388
inhale,2026-01-19T02:33:17.701671+00:00,2026-01-19T02:33:21.517045+00:00,1768789997.701671,1768790001.517045,3.815374
inhale,2026-01-19T02:33:25.063753+00:00,2026-01-19T02:33:28.024706+00:00,1768790005.063753,1768790008.024706,2.960953
inhale,2026-01-19T02:33:31.515292+00:00,2026-01-19T02:33:35.025707+00:00,1768790011.515292,1768790015.025707,3.510415
inhale,2026-01-19T02:33:38.230547+00:00,2026-01-19T02:33:41.451124+00:00,1768790018.230547,1768790021.451124,3.220577
inhale,2026-01-19T02:33:45.291818+00:00,2026-01-19T02:33:48.355317+00:00,1768790025.291818,1768790028.355317,3.063499
inhale,2026-01-19T02:33:51.899321+00:00,2026-01-19T02:33:54.893785+00:00,1768790031.899321,1768790034.893785,2.994464
inhale,2026-01-19T02:33:58.707000+00:00,2026-01-19T02:34:01.907649+00:00,1768790038.707,1768790041.907649,3.200649
inhale,2026-01-19T02:34:05.267533+00:00,2026-01-19T02:34:08.520377+00:00,1768790045.267533,1768790048.520377,3.252844
inhale,2026-01-19T02:34:11.779802+00:00,2026-01-19T02:34:14.515246+00:00,1768790051.779802,1768790054.515246,2.735444
