Shimmer_6815_Timestamp_Unix_CAL,Shimmer_6815_PPG_A13_CAL,Unnamed: 2,inhale,inhale_id,epoch_sec
1768789933573.4863,68.86446886446886,,1,0,1768789933.5734863
1768789933581.2988,156.77655677655676,,1,0,1768789933.5812988
1768789933589.111,257.87545787545787,,1,0,1768789933.589111
1768789933596.9238,362.6373626373626,,1,0,1768789933.5969238
1768789933604.7363,463.7362637362637,,1,0,1768789933.6047363
1768789933612.5488,556.043956043956,,1,0,1768789933.6125488
1768789933620.3918,643.2234432234432,,1,0,1768789933.6203918
1768789933628.1738,717.9487179487179,,1,0,1768789933.6281738
1768789933635.9863,784.6153846153845,,1,0,1768789933.6359863
1768789933643.7988,840.2930402930402,,1,0,1768789933.6437988
1768789933651.611,887.9120879120878,,1,0,1768789933.651611
1768789933659.4238,931.1355311355312,,1,0,1768789933.6594238
1768789933667.2363,974.3589743589744,,1,0,1768789933.6672363
1768789933675.0488,1011.7216117216116,,1,0,1768789933.6750488
1768789933682.861,1042.4908424908424,,1,0,1768789933.682861
1768789933690.6738,1065.2014652014652,,1,0,1768789933.6906738
1768789933698.4863,1081.3186813186812,,1,0,1768789933.6984863
1768789933706.2988,1093.040293040293,,1,0,1768789933.7062988
1768789933714.111,1100.3663003663005,,1,0,1768789933.714111
1768789933721.9238,1103.2967032967033,,1,0,1768789933.7219238
1768789933729.7363,1099.6336996336995,,1,0,1768789933.7297363
1768789933737.5488,1093.7728937728937,,1,0,1768789933.7375488
1768789933745.361,1087.179487179487,,1,0,1768789933.745361
1768789933753.1738,1079.8534798534797,,1,0,1768789933.7531738
1768789933760.9863,1071.7948717948718,,1,0,1768789933.7609863
1768789933768.7988,1065.2014652014652,,1,0,1768789933.7687988
1768789933776.611,1060.07326007326,,1,0,1768789933.776611
1768789933784.4238,1057.875457875458,,1,0,1768789933.7844238
1768789933792.2363,1054.9450549450548,,1,0,1768789933.7922363
1768789933800.0488,1049.084249084249,,1,0,1768789933.8000488
1768789933807.861,1046.1538461538462,,1,0,1768789933.807861
1768789933815.6738,1046.1538461538462,,1,0,1768789933.8156738
1768789933823.4863,1049.8168498168498,,1,0,1768789933.8234863
1768789933831.2988,1058.6080586080586,,1,0,1768789933.8312988
