"sep=	"
Shimmer_6815_Timestamp_Unix_CAL	Shimmer_6815_PPG_A13_CAL	
ms	mV	
1.7689448112819214E12	0.0	
1.768944811289734E12	0.0	
1.7689448112975464E12	0.0	
1.768944811305359E12	0.0	
1.7689448113131714E12	0.0	
1.768944811320984E12	0.0	
1.7689448113287964E12	0.0	
1.768944811336609E12	0.0	
1.7689448113444214E12	0.0	
1.768944811352234E12	0.0	
1.7689448113600464E12	0.0	
1.768944811367859E12	0.0	
1.7689448113756714E12	0.0	
1.768944811383484E12	0.0	
1.7689448113912964E12	0.0	
1.768944811399109E12	0.0	
1.7689448114069214E12	0.0	
1.768944811414734E12	0.0	
1.7689448114225464E12	0.0	
1.768944811430359E12	0.0	
1.7689448114381714E12	0.0	
1.768944811445984E12	0.0	
1.7689448114537964E12	0.0	
1.768944811461609E12	0.0	
1.7689448114694214E12	0.0	
1.768944811477234E12	0.0	
1.7689448114850464E12	0.0	
1.768944811492859E12	0.0	
1.7689448115006714E12	0.0	
1.768944811508484E12	0.0	
1.7689448115162964E12	0.0	
1.768944811524109E12	0.0	
1.7689448115319214E12	0.0	
1.768944811539734E12	0.0	
1.7689448115475464E12	0.0	
1.768944811555359E12	0.0	
1.7689448115631714E12	0.0	
1.768944811570984E12	0.0	
1.7689448115787964E12	0.0	
1.768944811586609E12	0.0	
1.7689448115944214E12	0.0	
1.768944811602234E12	0.0	
1.7689448116100464E12	0.0	
1.768944811617859E12	0.0	
1.7689448116256714E12	0.0	
1.768944811633484E12	0.0	
1.7689448116412964E12	0.0	
1.768944811649109E12	0.0	
1.7689448116569214E12	0.0	
1.768944811664734E12	0.0	
1.7689448116725464E12	0.0	
1.768944811680359E12	0.0	
1.7689448116881714E12	0.0	
1.768944811695984E12	0.0	
1.7689448117037964E12	0.0	
1.768944811711609E12	0.0	
1.7689448117194214E12	0.0	
1.768944811727234E12	0.0	
1.7689448117350464E12	0.0	
1.768944811742859E12	0.0	
1.7689448117506714E12	0.0	
1.768944811758484E12	0.0	
1.7689448117662964E12	0.0	
1.768944811774109E12	0.0	
1.7689448117819214E12	0.0	
1.768944811789734E12	0.0	
1.7689448117975464E12	0.0	
1.768944811805359E12	0.0	
1.7689448118131714E12	0.0	
1.7689448118210144E12	0.0	
1.7689448118287964E12	0.0	
1.768944811836609E12	0.0	
1.7689448118444214E12	0.0	
1.768944811852234E12	0.0	
1.7689448118600464E12	0.0	
1.768944811867859E12	0.0	
1.7689448118756714E12	0.0	
1.768944811883484E12	0.0	
1.7689448118912964E12	0.0	
1.768944811899109E12	0.0	
1.7689448119069214E12	0.0	
1.768944811914734E12	0.0	
1.7689448119225464E12	0.0	
1.768944811930359E12	0.0	
1.7689448119381714E12	0.0	
1.768944811945984E12	0.0	
1.7689448119537964E12	0.0	
1.768944811961609E12	0.0	
1.7689448119694214E12	0.0	
1.768944811977234E12	0.0	
1.7689448119850464E12	0.0	
1.768944811992859E12	0.0	
1.7689448120006714E12	0.0	
1.768944812008484E12	0.0	
1.7689448120162964E12	0.0	
1.768944812024109E12	0.0	
1.7689448120319214E12	0.0	
1.768944812039734E12	0.0	
1.7689448120475464E12	0.0	
1.768944812055359E12	0.0	
1.7689448120631714E12	0.0	
1.768944812070984E12	0.0	
1.7689448120787964E12	0.0	
1.768944812086609E12	0.0	
1.7689448120944214E12	0.0	
1.768944812102234E12	0.0	
1.7689448121100464E12	0.0	
1.768944812117859E12	0.0	
1.7689448121256714E12	0.0	
1.768944812133484E12	0.0	
1.7689448121412964E12	0.0	
1.768944812149109E12	0.0	
1.7689448121569214E12	0.0	
1.768944812164734E12	0.0	
1.7689448121725464E12	0.0	
1.768944812180359E12	0.0	
1.7689448121881714E12	0.0	
1.768944812195984E12	0.0	
1.7689448122037964E12	0.0	
1.768944812211609E12	0.0	
1.7689448122194214E12	0.0	
1.768944812227234E12	0.0	
