event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-20T21:33:29.673138+00:00,2026-01-20T21:33:29.673138+00:00,1768944809.673138,1768944809.673138,0.0
inhale,2026-01-20T21:33:35.991417+00:00,2026-01-20T21:33:38.813856+00:00,1768944815.991417,1768944818.813856,2.822439
inhale,2026-01-20T21:33:42.378613+00:00,2026-01-20T21:33:45.184211+00:00,1768944822.378613,1768944825.184211,2.805598
inhale,2026-01-20T21:33:48.502710+00:00,2026-01-20T21:33:51.111971+00:00,1768944828.50271,1768944831.111971,2.609261
inhale,2026-01-20T21:33:54.494526+00:00,2026-01-20T21:33:56.615895+00:00,1768944834.494526,1768944836.615895,2.121369
inhale,2026-01-20T21:33:56.710016+00:00,2026-01-20T21:33:56.797504+00:00,1768944836.710016,1768944836.797504,0.087488
inhale,2026-01-20T21:33:59.792604+00:00,2026-01-20T21:34:02.261077+00:00,1768944839.792604,1768944842.261077,2.468473
inhale,2026-01-20T21:34:05.303306+00:00,2026-01-20T21:34:07.704887+00:00,1768944845.303306,1768944847.704887,2.401581
inhale,2026-01-20T21:34:10.530783+00:00,2026-01-20T21:34:12.807797+00:00,1768944850.530783,1768944852.807797,2.277014
inhale,2026-01-20T21:34:16.024911+00:00,2026-01-20T21:34:18.558042+00:00,1768944856.024911,1768944858.558042,2.533131
inhale,2026-01-20T21:34:21.538053+00:00,2026-01-20T21:34:24.384212+00:00,1768944861.538053,1768944864.384212,2.846159
inhale,2026-01-20T21:34:27.440885+00:00,2026-01-20T21:34:30.060575+00:00,1768944867.440885,1768944870.060575,2.61969
inhale,2026-01-20T21:34:33.118600+00:00,2026-01-20T21:34:35.676809+00:00,1768944873.1186,1768944875.676809,2.558209
inhale,2026-01-20T21:34:39.052907+00:00,2026-01-20T21:34:41.645934+00:00,1768944879.052907,1768944881.645934,2.593027
inhale,2026-01-20T21:34:44.825326+00:00,2026-01-20T21:34:47.485864+00:00,1768944884.825326,1768944887.485864,2.660538
inhale,2026-01-20T21:34:51.610677+00:00,2026-01-20T21:34:53.978535+00:00,1768944891.610677,1768944893.978535,2.367858
inhale,2026-01-20T21:34:57.097166+00:00,2026-01-20T21:34:59.605490+00:00,1768944897.097166,1768944899.60549,2.508324
inhale,2026-01-20T21:35:03.322026+00:00,2026-01-20T21:35:06.489860+00:00,1768944903.322026,1768944906.48986,3.167834
inhale,2026-01-20T21:35:09.756947+00:00,2026-01-20T21:35:12.169411+00:00,1768944909.756947,1768944912.169411,2.412464
inhale,2026-01-20T21:35:15.980165+00:00,2026-01-20T21:35:18.168894+00:00,1768944915.980165,1768944918.168894,2.188729
inhale,2026-01-20T21:35:21.280261+00:00,2026-01-20T21:35:23.699789+00:00,1768944921.280261,1768944923.699789,2.419528
inhale,2026-01-20T21:35:26.972345+00:00,2026-01-20T21:35:29.582638+00:00,1768944926.972345,1768944929.582638,2.610293
inhale,2026-01-20T21:35:32.583324+00:00,2026-01-20T21:35:35.228872+00:00,1768944932.583324,1768944935.228872,2.645548
