event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-19T02:02:48.519446+00:00,2026-01-19T02:02:48.519446+00:00,1768788168.519446,1768788168.519446,0.0
inhale,2026-01-19T02:02:50.046207+00:00,2026-01-19T02:02:52.257768+00:00,1768788170.046207,1768788172.257768,2.211561
inhale,2026-01-19T02:02:55.271457+00:00,2026-01-19T02:02:57.928429+00:00,1768788175.271457,1768788177.928429,2.656972
inhale,2026-01-19T02:03:01.454966+00:00,2026-01-19T02:03:04.495741+00:00,1768788181.454966,1768788184.495741,3.040775
inhale,2026-01-19T02:03:08.103596+00:00,2026-01-19T02:03:11.019891+00:00,1768788188.103596,1768788191.019891,2.916295
inhale,2026-01-19T02:03:14.519537+00:00,2026-01-19T02:03:17.183640+00:00,1768788194.519537,1768788197.18364,2.664103
inhale,2026-01-19T02:03:20.732254+00:00,2026-01-19T02:03:23.613055+00:00,1768788200.732254,1768788203.613055,2.880801
inhale,2026-01-19T02:03:27.623256+00:00,2026-01-19T02:03:30.722044+00:00,1768788207.623256,1768788210.722044,3.098788
inhale,2026-01-19T02:03:35.043009+00:00,2026-01-19T02:03:38.143146+00:00,1768788215.043009,1768788218.143146,3.100137
inhale,2026-01-19T02:03:42.414630+00:00,2026-01-19T02:03:45.884556+00:00,1768788222.41463,1768788225.884556,3.469926
inhale,2026-01-19T02:03:50.002151+00:00,2026-01-19T02:03:53.786508+00:00,1768788230.002151,1768788233.786508,3.784357
inhale,2026-01-19T02:03:58.527959+00:00,2026-01-19T02:04:02.012401+00:00,1768788238.527959,1768788242.012401,3.484442
inhale,2026-01-19T02:04:05.793015+00:00,2026-01-19T02:04:09.569376+00:00,1768788245.793015,1768788249.569376,3.776361
inhale,2026-01-19T02:04:13.581704+00:00,2026-01-19T02:04:17.368101+00:00,1768788253.581704,1768788257.368101,3.786397
inhale,2026-01-19T02:04:21.541559+00:00,2026-01-19T02:04:25.300283+00:00,1768788261.541559,1768788265.300283,3.758724
inhale,2026-01-19T02:04:29.023928+00:00,2026-01-19T02:04:32.573578+00:00,1768788269.023928,1768788272.573578,3.54965
inhale,2026-01-19T02:04:36.229855+00:00,2026-01-19T02:04:40.154951+00:00,1768788276.229855,1768788280.154951,3.925096
inhale,2026-01-19T02:04:44.656889+00:00,2026-01-19T02:04:48.327186+00:00,1768788284.656889,1768788288.327186,3.670297
