Shimmer_6815_Timestamp_Unix_CAL,Shimmer_6815_PPG_A13_CAL,Unnamed: 2,inhale,inhale_id,epoch_sec
1768788172525.5432,69.59706959706959,,0,-1,1768788172.5255432
1768788172533.3557,173.6263736263736,,0,-1,1768788172.5333557
1768788172541.1682,295.23809523809524,,0,-1,1768788172.5411682
1768788172548.9807,421.2454212454212,,0,-1,1768788172.5489807
1768788172556.7932,540.6593406593406,,0,-1,1768788172.5567932
1768788172564.6057,650.5494505494505,,0,-1,1768788172.5646057
1768788172572.4182,751.6483516483516,,0,-1,1768788172.5724182
1768788172580.2307,841.025641025641,,0,-1,1768788172.5802307
1768788172588.0432,918.6813186813188,,0,-1,1768788172.5880432
1768788172595.8557,983.1501831501832,,0,-1,1768788172.5958557
1768788172603.6682,1043.2234432234432,,0,-1,1768788172.6036682
1768788172611.4807,1095.2380952380952,,0,-1,1768788172.6114807
1768788172619.2932,1137.7289377289376,,0,-1,1768788172.6192932
1768788172627.1057,1170.6959706959706,,0,-1,1768788172.6271057
1768788172634.9182,1195.6043956043954,,0,-1,1768788172.6349182
1768788172642.7307,1213.1868131868132,,0,-1,1768788172.6427307
1768788172650.5432,1227.106227106227,,0,-1,1768788172.6505432
1768788172658.3557,1231.5018315018317,,0,-1,1768788172.6583557
1768788172666.1682,1235.164835164835,,0,-1,1768788172.6661682
1768788172673.9807,1242.4908424908424,,0,-1,1768788172.6739807
1768788172681.7932,1246.8864468864467,,0,-1,1768788172.6817932
1768788172689.6057,1250.5494505494505,,0,-1,1768788172.6896057
1768788172697.4182,1257.142857142857,,0,-1,1768788172.6974182
1768788172705.2307,1264.4688644688645,,0,-1,1768788172.7052307
1768788172713.0432,1266.6666666666663,,0,-1,1768788172.7130432
1768788172720.8557,1268.8644688644688,,0,-1,1768788172.7208557
1768788172728.6682,1274.7252747252746,,0,-1,1768788172.7286682
1768788172736.4807,1282.051282051282,,0,-1,1768788172.7364807
1768788172744.2932,1285.7142857142856,,0,-1,1768788172.7442932
1768788172752.1057,1284.9816849816848,,0,-1,1768788172.7521057
1768788172759.9182,1284.2490842490845,,0,-1,1768788172.7599182
1768788172767.7307,1283.5164835164835,,0,-1,1768788172.7677307
1768788172775.5432,1279.8534798534797,,0,-1,1768788172.7755432
1768788172783.3557,1279.8534798534797,,0,-1,1768788172.7833557
1768788172791.1682,1277.6556776556777,,0,-1,1768788172.7911682
1768788172798.9807,1273.260073260073,,0,-1,1768788172.7989807
1768788172806.7932,1268.131868131868,,0,-1,1768788172.8067932
1768788172814.6057,1266.6666666666663,,0,-1,1768788172.8146057
1768788172822.4182,1268.131868131868,,0,-1,1768788172.8224182
1768788172830.2307,1265.9340659340658,,0,-1,1768788172.8302307
1768788172838.0432,1265.9340659340658,,0,-1,1768788172.8380432
1768788172845.8557,1266.6666666666663,,0,-1,1768788172.8458557
1768788172853.6682,1265.9340659340658,,0,-1,1768788172.8536682
1768788172861.4807,1264.4688644688645,,0,-1,1768788172.8614807
1768788172869.2932,1265.9340659340658,,0,-1,1768788172.8692932
1768788172877.1057,1262.2710622710622,,0,-1,1768788172.8771057
