"sep=	"
Shimmer_6815_Timestamp_Unix_CAL	Shimmer_6815_PPG_A13_CAL	
ms	mV	
1.7687771283063354E12	0.0	
1.768777128314148E12	0.0	
1.7687771283219604E12	0.0	
1.768777128329773E12	0.0	
1.7687771283375854E12	0.0	
1.768777128345398E12	0.0	
1.7687771283532104E12	0.0	
1.768777128361023E12	0.0	
1.7687771283688354E12	0.0	
1.768777128376648E12	0.0	
1.7687771283844604E12	0.0	
1.768777128392273E12	0.0	
1.7687771284000854E12	0.0	
1.768777128407898E12	0.0	
1.7687771284157104E12	0.0	
1.768777128423523E12	0.0	
1.7687771284313354E12	0.0	
1.768777128439148E12	0.0	
1.7687771284469604E12	0.0	
1.768777128454773E12	0.0	
1.7687771284625854E12	0.0	
1.768777128470398E12	0.0	
1.7687771284782104E12	0.0	
1.768777128486023E12	0.0	
1.7687771284938354E12	0.0	
1.768777128501648E12	0.0	
1.7687771285094604E12	0.0	
1.768777128517273E12	0.0	
1.7687771285250854E12	0.0	
1.768777128532898E12	0.0	
1.7687771285407104E12	0.0	
1.768777128548523E12	0.0	
1.7687771285563354E12	0.0	
1.768777128564148E12	0.0	
1.7687771285719604E12	0.0	
1.768777128579773E12	0.0	
1.7687771285875854E12	0.0	
1.768777128595398E12	0.0	
1.7687771286032104E12	0.0	
1.768777128611023E12	0.0	
1.7687771286188354E12	0.0	
1.768777128626648E12	0.0	
1.7687771286344604E12	0.0	
1.768777128642273E12	0.0	
1.7687771286500854E12	0.0	
1.768777128657898E12	0.0	
1.7687771286657104E12	0.0	
1.768777128673523E12	0.0	
1.7687771286813354E12	0.0	
1.768777128689148E12	0.0	
1.7687771286969604E12	0.0	
1.768777128704773E12	0.0	
1.7687771287125854E12	0.0	
1.768777128720398E12	0.0	
1.7687771287282104E12	0.0	
1.768777128736023E12	0.0	
1.7687771287438354E12	0.0	
1.768777128751648E12	0.0	
1.7687771287594604E12	0.0	
1.768777128767273E12	0.0	
1.7687771287750854E12	0.0	
1.768777128782898E12	0.0	
1.7687771287907104E12	0.0	
1.768777128798523E12	0.0	
1.7687771288063354E12	0.0	
1.768777128814148E12	0.0	
1.7687771288219604E12	0.0	
1.768777128829773E12	0.0	
1.7687771288375854E12	0.0	
1.768777128845398E12	0.0	
1.7687771288532104E12	0.0	
1.768777128861023E12	0.0	
1.7687771288688354E12	0.0	
1.768777128876648E12	0.0	
1.7687771288844604E12	0.0	
1.768777128892273E12	0.0	
1.7687771289000854E12	0.0	
1.768777128907898E12	0.0	
1.7687771289157104E12	0.0	
1.768777128923523E12	0.0	
1.7687771289313354E12	0.0	
1.768777128939148E12	0.0	
1.7687771289469604E12	0.0	
1.768777128954773E12	0.0	
1.7687771289625854E12	0.0	
1.768777128970398E12	0.0	
1.7687771289782104E12	0.0	
1.768777128986023E12	0.0	
1.7687771289938354E12	0.0	
1.768777129001648E12	0.0	
1.7687771290094604E12	0.0	
1.768777129017273E12	0.0	
1.7687771290250854E12	0.0	
1.768777129032898E12	0.0	
1.7687771290407104E12	0.0	
1.768777129048523E12	0.0	
1.7687771290563354E12	0.0	
1.768777129064148E12	0.0	
1.7687771290719604E12	0.0	
1.768777129079773E12	0.0	
1.7687771290875854E12	0.0	
1.768777129095398E12	0.0	
1.7687771291032104E12	0.0	
1.768777129111023E12	0.0	
1.7687771291188354E12	0.0	
1.768777129126648E12	0.0	
1.7687771291344604E12	0.0	
1.768777129142273E12	0.0	
1.7687771291500854E12	0.0	
1.768777129157898E12	0.0	
1.7687771291657104E12	0.0	
1.768777129173523E12	0.0	
1.7687771291813354E12	0.0	
1.768777129189148E12	0.0	
1.7687771291969604E12	0.0	
1.768777129204773E12	0.0	
1.7687771292125854E12	0.0	
1.768777129220398E12	0.0	
1.7687771292282104E12	0.0	
1.768777129236023E12	0.0	
1.7687771292438354E12	0.0	
1.768777129251648E12	0.0	
1.7687771292594604E12	0.0	
1.768777129267273E12	0.0	
1.7687771292750854E12	0.0	
1.768777129282898E12	0.0	
1.7687771292907104E12	0.0	
1.768777129298523E12	0.0	
1.7687771293063354E12	0.0	
1.768777129314148E12	0.0	
1.7687771293219604E12	0.0	
1.768777129329773E12	0.0	
1.7687771293375854E12	0.0	
1.768777129345398E12	0.0	
1.7687771293532104E12	0.0	
1.768777129361023E12	0.0	
1.7687771293688354E12	0.0	
1.768777129376648E12	0.0	
1.7687771293844604E12	0.0	
1.768777129392273E12	0.0	
1.7687771294000854E12	0.0	
1.768777129407898E12	0.0	
1.7687771294157104E12	0.0	
1.768777129423523E12	0.0	
1.768777129431366E12	0.0	
1.768777129439148E12	0.0	
1.7687771294469604E12	0.0	
1.768777129454773E12	0.0	
1.7687771294625854E12	0.0	
1.768777129470398E12	0.0	
1.7687771294782104E12	0.0	
1.768777129486023E12	0.0	
1.7687771294938354E12	0.0	
1.768777129501648E12	0.0	
1.7687771295094604E12	0.0	
1.768777129517273E12	0.0	
1.7687771295250854E12	0.0	
1.768777129532898E12	0.0	
1.7687771295407104E12	0.0	
1.768777129548523E12	0.0	
1.7687771295563354E12	0.0	
1.768777129564148E12	0.0	
1.7687771295719604E12	0.0	
1.768777129579773E12	0.0	
1.7687771295875854E12	0.0	
1.768777129595398E12	0.0	
1.7687771296032104E12	0.0	
1.768777129611023E12	0.0	
1.7687771296188354E12	0.0	
1.768777129626648E12	0.0	
1.7687771296344604E12	0.0	
1.768777129642273E12	0.0	
1.7687771296500854E12	0.0	
1.768777129657898E12	0.0	
1.7687771296657104E12	0.0	
1.768777129673523E12	0.0	
1.7687771296813354E12	0.0	
1.768777129689148E12	0.0	
1.7687771296969604E12	0.0	
1.768777129704773E12	0.0	
1.7687771297125854E12	0.0	
1.768777129720398E12	0.0	
1.7687771297282104E12	0.0	
1.768777129736023E12	0.0	
1.7687771297438354E12	0.0	
1.768777129751648E12	0.0	
1.7687771297594604E12	0.0	
1.768777129767273E12	0.0	
1.7687771297750854E12	0.0	
1.768777129782898E12	0.0	
1.7687771297907104E12	0.0	
1.768777129798523E12	0.0	
1.7687771298063354E12	0.0	
1.768777129814148E12	0.0	
1.7687771298219604E12	0.0	
1.768777129829773E12	0.0	
1.7687771298375854E12	0.0	
1.768777129845398E12	0.0	
1.7687771298532104E12	0.0	
1.768777129861023E12	0.0	
1.7687771298688354E12	0.0	
1.768777129876648E12	0.0	
1.7687771298844604E12	0.0	
1.768777129892273E12	0.0	
1.7687771299000854E12	0.0	
1.768777129907898E12	0.0	
1.7687771299157104E12	0.0	
1.768777129923523E12	0.0	
1.7687771299313354E12	0.0	
1.768777129939148E12	0.0	
1.7687771299469604E12	0.0	
1.768777129954773E12	0.0	
1.7687771299625854E12	0.0	
1.768777129970398E12	0.0	
1.7687771299782104E12	0.0	
1.768777129986023E12	0.0	
1.7687771299938354E12	0.0	
1.768777130001648E12	0.0	
1.7687771300094604E12	0.0	
1.768777130017273E12	0.0	
1.7687771300250854E12	0.0	
1.768777130032898E12	0.0	
1.7687771300407104E12	0.0	
1.768777130048523E12	0.0	
1.7687771300563354E12	0.0	
1.768777130064148E12	0.0	
1.7687771300719604E12	0.0	
1.768777130079773E12	0.0	
1.7687771300875854E12	0.0	
