event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-19T03:36:01.599755+00:00,2026-01-19T03:36:01.599755+00:00,1768793761.599755,1768793761.599755,0.0
inhale,2026-01-19T03:36:03.968260+00:00,2026-01-19T03:36:06.448892+00:00,1768793763.96826,1768793766.448892,2.480632
inhale,2026-01-19T03:36:08.714686+00:00,2026-01-19T03:36:11.258386+00:00,1768793768.714686,1768793771.258386,2.5437
inhale,2026-01-19T03:36:14.181373+00:00,2026-01-19T03:36:16.831509+00:00,1768793774.181373,1768793776.831509,2.650136
inhale,2026-01-19T03:36:19.380115+00:00,2026-01-19T03:36:21.963819+00:00,1768793779.380115,1768793781.963819,2.583704
inhale,2026-01-19T03:36:24.870397+00:00,2026-01-19T03:36:27.362775+00:00,1768793784.870397,1768793787.362775,2.492378
inhale,2026-01-19T03:36:30.251295+00:00,2026-01-19T03:36:32.705145+00:00,1768793790.251295,1768793792.705145,2.45385
inhale,2026-01-19T03:36:35.369554+00:00,2026-01-19T03:36:37.894285+00:00,1768793795.369554,1768793797.894285,2.524731
inhale,2026-01-19T03:36:41.149808+00:00,2026-01-19T03:36:44.031030+00:00,1768793801.149808,1768793804.03103,2.881222
inhale,2026-01-19T03:36:47.244875+00:00,2026-01-19T03:36:50.113385+00:00,1768793807.244875,1768793810.113385,2.86851
inhale,2026-01-19T03:36:53.046538+00:00,2026-01-19T03:36:55.972639+00:00,1768793813.046538,1768793815.972639,2.926101
inhale,2026-01-19T03:36:59.005109+00:00,2026-01-19T03:37:01.248199+00:00,1768793819.005109,1768793821.248199,2.24309
inhale,2026-01-19T03:37:04.035304+00:00,2026-01-19T03:37:07.170078+00:00,1768793824.035304,1768793827.170078,3.134774
inhale,2026-01-19T03:37:10.250060+00:00,2026-01-19T03:37:13.009607+00:00,1768793830.25006,1768793833.009607,2.759547
inhale,2026-01-19T03:37:16.333052+00:00,2026-01-19T03:37:19.180386+00:00,1768793836.333052,1768793839.180386,2.847334
inhale,2026-01-19T03:37:22.789779+00:00,2026-01-19T03:37:26.085004+00:00,1768793842.789779,1768793846.085004,3.295225
inhale,2026-01-19T03:37:29.762453+00:00,2026-01-19T03:37:33.288082+00:00,1768793849.762453,1768793853.288082,3.525629
inhale,2026-01-19T03:37:36.904118+00:00,2026-01-19T03:37:40.169759+00:00,1768793856.904118,1768793860.169759,3.265641
inhale,2026-01-19T03:37:44.634087+00:00,2026-01-19T03:37:47.760922+00:00,1768793864.634087,1768793867.760922,3.126835
inhale,2026-01-19T03:37:51.590458+00:00,2026-01-19T03:37:54.294849+00:00,1768793871.590458,1768793874.294849,2.704391
inhale,2026-01-19T03:37:58.396579+00:00,2026-01-19T03:38:01.916676+00:00,1768793878.396579,1768793881.916676,3.520097
