event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-19T01:13:01.688706+00:00,2026-01-19T01:13:01.688706+00:00,1768785181.688706,1768785181.688706,0.0
inhale,2026-01-19T01:13:03.506216+00:00,2026-01-19T01:13:05.147268+00:00,1768785183.506216,1768785185.147268,1.641052
inhale,2026-01-19T01:13:07.201077+00:00,2026-01-19T01:13:08.926899+00:00,1768785187.201077,1768785188.926899,1.725822
inhale,2026-01-19T01:13:10.864343+00:00,2026-01-19T01:13:12.312643+00:00,1768785190.864343,1768785192.312643,1.4483
inhale,2026-01-19T01:13:14.387250+00:00,2026-01-19T01:13:15.870955+00:00,1768785194.38725,1768785195.870955,1.483705
inhale,2026-01-19T01:13:17.970236+00:00,2026-01-19T01:13:19.626517+00:00,1768785197.970236,1768785199.626517,1.656281
inhale,2026-01-19T01:13:21.743084+00:00,2026-01-19T01:13:23.353801+00:00,1768785201.743084,1768785203.353801,1.610717
inhale,2026-01-19T01:13:25.341691+00:00,2026-01-19T01:13:27.231715+00:00,1768785205.341691,1768785207.231715,1.890024
inhale,2026-01-19T01:13:29.674830+00:00,2026-01-19T01:13:31.558055+00:00,1768785209.67483,1768785211.558055,1.883225
inhale,2026-01-19T01:13:33.760629+00:00,2026-01-19T01:13:35.455093+00:00,1768785213.760629,1768785215.455093,1.694464
inhale,2026-01-19T01:13:38.217855+00:00,2026-01-19T01:13:39.831431+00:00,1768785218.217855,1768785219.831431,1.613576
inhale,2026-01-19T01:13:42.227297+00:00,2026-01-19T01:13:44.244191+00:00,1768785222.227297,1768785224.244191,2.016894
inhale,2026-01-19T01:13:46.841610+00:00,2026-01-19T01:13:48.607077+00:00,1768785226.84161,1768785228.607077,1.765467
inhale,2026-01-19T01:13:50.704043+00:00,2026-01-19T01:13:52.731746+00:00,1768785230.704043,1768785232.731746,2.027703
inhale,2026-01-19T01:13:55.185867+00:00,2026-01-19T01:13:57.107363+00:00,1768785235.185867,1768785237.107363,1.921496
inhale,2026-01-19T01:13:59.475037+00:00,2026-01-19T01:14:01.300846+00:00,1768785239.475037,1768785241.300846,1.825809
inhale,2026-01-19T01:14:03.180625+00:00,2026-01-19T01:14:04.982712+00:00,1768785243.180625,1768785244.982712,1.802087
inhale,2026-01-19T01:14:06.929520+00:00,2026-01-19T01:14:08.614241+00:00,1768785246.92952,1768785248.614241,1.684721
inhale,2026-01-19T01:14:10.985755+00:00,2026-01-19T01:14:13.068066+00:00,1768785250.985755,1768785253.068066,2.082311
inhale,2026-01-19T01:14:15.772294+00:00,2026-01-19T01:14:17.573952+00:00,1768785255.772294,1768785257.573952,1.801658
inhale,2026-01-19T01:14:19.387581+00:00,2026-01-19T01:14:21.319214+00:00,1768785259.387581,1768785261.319214,1.931633
inhale,2026-01-19T01:14:23.164464+00:00,2026-01-19T01:14:25.098833+00:00,1768785263.164464,1768785265.098833,1.934369
inhale,2026-01-19T01:14:27.171695+00:00,2026-01-19T01:14:29.283282+00:00,1768785267.171695,1768785269.283282,2.111587
inhale,2026-01-19T01:14:31.326404+00:00,2026-01-19T01:14:33.389199+00:00,1768785271.326404,1768785273.389199,2.062795
inhale,2026-01-19T01:14:35.705921+00:00,2026-01-19T01:14:38.139455+00:00,1768785275.705921,1768785278.139455,2.433534
inhale,2026-01-19T01:14:40.154306+00:00,2026-01-19T01:14:42.360926+00:00,1768785280.154306,1768785282.360926,2.20662
inhale,2026-01-19T01:14:44.397142+00:00,2026-01-19T01:14:46.330682+00:00,1768785284.397142,1768785286.330682,1.93354
inhale,2026-01-19T01:14:48.553294+00:00,2026-01-19T01:14:50.585097+00:00,1768785288.553294,1768785290.585097,2.031803
inhale,2026-01-19T01:14:52.833668+00:00,2026-01-19T01:14:54.741391+00:00,1768785292.833668,1768785294.741391,1.907723
inhale,2026-01-19T01:14:57.294500+00:00,2026-01-19T01:14:59.497613+00:00,1768785297.2945,1768785299.497613,2.203113
inhale,2026-01-19T01:15:02.306446+00:00,2026-01-19T01:15:03.988109+00:00,1768785302.306446,1768785303.988109,1.681663
