Shimmer_6815_Timestamp_Unix_CAL,Shimmer_6815_PPG_A13_CAL,Unnamed: 2,inhale,inhale_id,epoch_sec
1768792263621.5515,24.908424908424905,,0,-1,1768792263.6215515
1768792263629.364,117.94871794871794,,0,-1,1768792263.629364
1768792263637.1765,235.16483516483515,,0,-1,1768792263.6371765
1768792263644.989,368.49816849816847,,0,-1,1768792263.644989
1768792263652.8015,499.6336996336996,,0,-1,1768792263.6528015
1768792263660.614,625.6410256410256,,0,-1,1768792263.660614
1768792263668.4265,743.5897435897435,,0,-1,1768792263.6684265
1768792263676.239,849.084249084249,,0,-1,1768792263.676239
1768792263684.0515,945.7875457875456,,0,-1,1768792263.6840515
1768792263691.864,1026.3736263736264,,0,-1,1768792263.691864
1768792263699.6765,1091.5750915750914,,0,-1,1768792263.6996765
1768792263707.489,1149.4505494505493,,0,-1,1768792263.707489
1768792263715.3015,1191.2087912087911,,0,-1,1768792263.7153015
1768792263723.114,1225.6410256410256,,0,-1,1768792263.723114
1768792263730.9265,1252.7472527472526,,0,-1,1768792263.7309265
1768792263738.739,1270.3296703296703,,0,-1,1768792263.738739
1768792263746.5515,1282.051282051282,,0,-1,1768792263.7465515
1768792263754.364,1292.3076923076922,,0,-1,1768792263.754364
1768792263762.1765,1295.2380952380952,,0,-1,1768792263.7621765
1768792263769.989,1299.6336996336995,,0,-1,1768792263.769989
1768792263777.8015,1300.3663003663005,,0,-1,1768792263.7778015
1768792263785.614,1296.7032967032967,,0,-1,1768792263.785614
1768792263793.4265,1294.5054945054944,,0,-1,1768792263.7934265
1768792263801.239,1287.179487179487,,0,-1,1768792263.801239
1768792263809.0515,1281.3186813186812,,0,-1,1768792263.8090515
1768792263816.864,1271.062271062271,,0,-1,1768792263.816864
1768792263824.6765,1257.142857142857,,0,-1,1768792263.8246765
1768792263832.489,1243.2234432234432,,0,-1,1768792263.832489
1768792263840.3015,1231.5018315018317,,0,-1,1768792263.8403015
1768792263848.114,1221.9780219780218,,0,-1,1768792263.848114
1768792263855.9265,1221.9780219780218,,0,-1,1768792263.8559265
1768792263863.739,1220.5128205128203,,0,-1,1768792263.863739
1768792263871.5515,1227.106227106227,,0,-1,1768792263.8715515
1768792263879.364,1233.6996336996335,,0,-1,1768792263.879364
1768792263887.1765,1238.8278388278388,,0,-1,1768792263.8871765
1768792263894.989,1248.3516483516482,,0,-1,1768792263.894989
1768792263902.8015,1253.479853479853,,0,-1,1768792263.9028015
1768792263910.614,1265.2014652014652,,0,-1,1768792263.910614
1768792263918.4265,1278.3882783882782,,0,-1,1768792263.9184265
1768792263926.239,1290.8424908424909,,0,-1,1768792263.926239
1768792263934.0515,1305.4945054945051,,0,-1,1768792263.9340515
1768792263941.864,1325.2747252747251,,0,-1,1768792263.941864
1768792263949.6765,1342.857142857143,,0,-1,1768792263.9496765
1768792263957.489,1355.311355311355,,0,-1,1768792263.957489
1768792263965.3015,1372.161172161172,,0,-1,1768792263.9653015
1768792263973.114,1388.278388278388,,0,-1,1768792263.973114
1768792263980.9265,1398.5347985347985,,0,-1,1768792263.9809265
1768792263988.739,1407.3260073260071,,0,-1,1768792263.988739
1768792263996.5515,1411.7216117216117,,0,-1,1768792263.9965515
1768792264004.364,1409.5238095238094,,0,-1,1768792264.004364
1768792264012.1765,1409.5238095238094,,0,-1,1768792264.0121765
1768792264019.989,1410.989010989011,,0,-1,1768792264.019989
1768792264027.8015,1410.2564102564102,,0,-1,1768792264.0278015
1768792264035.614,1411.7216117216117,,0,-1,1768792264.035614
1768792264043.4265,1410.989010989011,,0,-1,1768792264.0434265
1768792264051.239,1405.8608058608058,,0,-1,1768792264.051239
1768792264059.0515,1406.5934065934066,,0,-1,1768792264.0590515
1768792264066.864,1409.5238095238094,,0,-1,1768792264.066864
1768792264074.6765,1410.989010989011,,0,-1,1768792264.0746765
1768792264082.489,1411.7216117216117,,0,-1,1768792264.082489
1768792264090.3015,1406.5934065934066,,0,-1,1768792264.0903015
1768792264098.114,1400.7326007326003,,0,-1,1768792264.098114
1768792264105.9265,1391.2087912087911,,0,-1,1768792264.1059265
1768792264113.739,1381.6849816849815,,0,-1,1768792264.113739
1768792264121.5515,1365.5677655677655,,0,-1,1768792264.1215515
1768792264129.364,1351.6483516483515,,0,-1,1768792264.129364
1768792264137.1765,1339.92673992674,,0,-1,1768792264.1371765
1768792264144.989,1331.8681318681315,,0,-1,1768792264.144989
1768792264152.8015,1324.5421245421244,,0,-1,1768792264.1528015
1768792264160.614,1323.076923076923,,0,-1,1768792264.160614
1768792264168.4265,1321.6117216117216,,0,-1,1768792264.1684265
1768792264176.239,1318.6813186813183,,0,-1,1768792264.176239
1768792264184.0515,1312.8205128205127,,0,-1,1768792264.1840515
1768792264191.864,1307.6923076923076,,0,-1,1768792264.191864
1768792264199.6765,1305.4945054945051,,0,-1,1768792264.1996765
1768792264207.489,1300.3663003663005,,0,-1,1768792264.207489
1768792264215.3015,1294.5054945054944,,0,-1,1768792264.2153015
1768792264223.114,1290.10989010989,,0,-1,1768792264.223114
1768792264230.9265,1290.8424908424909,,0,-1,1768792264.2309265
1768792264238.739,1294.5054945054944,,0,-1,1768792264.238739
1768792264246.5515,1301.098901098901,,0,-1,1768792264.2465515
1768792264254.364,1309.89010989011,,0,-1,1768792264.254364
1768792264262.1765,1317.9487179487178,,0,-1,1768792264.2621765
1768792264269.989,1321.6117216117216,,0,-1,1768792264.269989
1768792264277.8015,1323.076923076923,,0,-1,1768792264.2778015
1768792264285.614,1321.6117216117216,,0,-1,1768792264.285614
1768792264293.4265,1322.3443223443223,,0,-1,1768792264.2934265
1768792264301.239,1324.5421245421244,,0,-1,1768792264.301239
1768792264309.0515,1322.3443223443223,,0,-1,1768792264.3090515
1768792264316.864,1317.9487179487178,,0,-1,1768792264.316864
1768792264324.6765,1313.5531135531137,,0,-1,1768792264.3246765
1768792264332.489,1306.9597069597069,,0,-1,1768792264.332489
1768792264340.3015,1296.7032967032967,,0,-1,1768792264.3403015
1768792264348.114,1282.051282051282,,0,-1,1768792264.348114
1768792264355.9265,1264.4688644688645,,0,-1,1768792264.3559265
1768792264363.739,1247.6190476190477,,0,-1,1768792264.363739
1768792264371.5515,1232.967032967033,,0,-1,1768792264.3715515
1768792264379.364,1220.5128205128203,,0,-1,1768792264.379364
1768792264387.1765,1205.8608058608058,,0,-1,1768792264.3871765
1768792264394.989,1190.4761904761904,,0,-1,1768792264.394989
1768792264402.8015,1174.3589743589744,,0,-1,1768792264.4028015
1768792264410.614,1151.6483516483515,,0,-1,1768792264.410614
1768792264418.4265,1123.8095238095236,,0,-1,1768792264.4184265
1768792264426.239,1087.179487179487,,0,-1,1768792264.426239
1768792264434.0515,1038.095238095238,,0,-1,1768792264.4340515
1768792264441.864,980.2197802197802,,0,-1,1768792264.441864
1768792264449.6765,920.14652014652,,0,-1,1768792264.4496765
1768792264457.489,868.8644688644688,,0,-1,1768792264.457489
1768792264465.3015,833.6996336996336,,0,-1,1768792264.4653015
1768792264473.114,814.6520146520146,,0,-1,1768792264.473114
1768792264480.9265,815.3846153846154,,0,-1,1768792264.4809265
1768792264488.739,827.106227106227,,0,-1,1768792264.488739
1768792264496.5515,843.9560439560439,,0,-1,1768792264.4965515
1768792264504.364,858.6080586080585,,0,-1,1768792264.504364
1768792264512.1765,865.9340659340659,,0,-1,1768792264.5121765
1768792264519.989,867.3992673992674,,0,-1,1768792264.519989
1768792264527.8015,863.003663003663,,0,-1,1768792264.5278015
1768792264535.614,857.1428571428571,,0,-1,1768792264.535614
1768792264543.4265,853.4798534798534,,0,-1,1768792264.5434265
1768792264551.239,854.2124542124542,,0,-1,1768792264.551239
1768792264559.0515,860.07326007326,,0,-1,1768792264.5590515
1768792264566.864,865.9340659340659,,0,-1,1768792264.566864
1768792264574.6765,872.5274725274725,,0,-1,1768792264.5746765
1768792264582.489,876.9230769230769,,0,-1,1768792264.582489
1768792264590.3015,876.1904761904761,,0,-1,1768792264.5903015
1768792264598.114,875.4578754578754,,0,-1,1768792264.598114
1768792264605.9265,876.1904761904761,,0,-1,1768792264.6059265
1768792264613.739,878.3882783882783,,0,-1,1768792264.613739
1768792264621.5515,883.5164835164835,,0,-1,1768792264.6215515
1768792264629.364,890.8424908424907,,0,-1,1768792264.629364
1768792264637.1765,902.5641025641024,,0,-1,1768792264.6371765
1768792264644.989,917.2161172161173,,0,-1,1768792264.644989
1768792264652.8015,931.868131868132,,0,-1,1768792264.6528015
1768792264660.614,942.124542124542,,0,-1,1768792264.660614
1768792264668.4265,952.3809523809524,,0,-1,1768792264.6684265
1768792264676.239,962.6373626373626,,0,-1,1768792264.676239
1768792264684.0515,972.161172161172,,0,-1,1768792264.6840515
1768792264691.864,982.4175824175824,,0,-1,1768792264.691864
1768792264699.6765,996.3369963369964,,0,-1,1768792264.6996765
1768792264707.489,1009.5238095238094,,0,-1,1768792264.707489
1768792264715.3015,1021.2454212454212,,0,-1,1768792264.7153015
1768792264723.114,1036.6300366300366,,0,-1,1768792264.723114
1768792264730.9265,1052.014652014652,,0,-1,1768792264.7309265
1768792264738.739,1070.3296703296703,,0,-1,1768792264.738739
1768792264746.5515,1093.040293040293,,0,-1,1768792264.7465515
1768792264754.364,1117.2161172161173,,0,-1,1768792264.754364
1768792264762.1765,1145.054945054945,,0,-1,1768792264.7621765
1768792264769.989,1176.5567765567764,,0,-1,1768792264.769989
1768792264777.8015,1208.7912087912086,,0,-1,1768792264.7778015
1768792264785.614,1241.7582417582416,,0,-1,1768792264.785614
