event,start_time_utc,end_time_utc,start_epoch,end_epoch,duration_sec
sync_start,2026-01-19T03:10:58.107053+00:00,2026-01-19T03:10:58.107053+00:00,1768792258.107053,1768792258.107053,0.0
inhale,2026-01-19T03:10:59.293699+00:00,2026-01-19T03:11:02.691081+00:00,1768792259.293699,1768792262.691081,3.397382
inhale,2026-01-19T03:11:06.792028+00:00,2026-01-19T03:11:09.996000+00:00,1768792266.792028,1768792269.996,3.203972
inhale,2026-01-19T03:11:14.623156+00:00,2026-01-19T03:11:17.438443+00:00,1768792274.623156,1768792277.438443,2.815287
inhale,2026-01-19T03:11:21.298430+00:00,2026-01-19T03:11:25.014749+00:00,1768792281.29843,1768792285.014749,3.716319
inhale,2026-01-19T03:11:29.405403+00:00,2026-01-19T03:11:32.359221+00:00,1768792289.405403,1768792292.359221,2.953818
inhale,2026-01-19T03:11:36.509948+00:00,2026-01-19T03:11:39.405692+00:00,1768792296.509948,1768792299.405692,2.895744
inhale,2026-01-19T03:11:43.662325+00:00,2026-01-19T03:11:47.040073+00:00,1768792303.662325,1768792307.040073,3.377748
inhale,2026-01-19T03:11:51.073140+00:00,2026-01-19T03:11:54.628925+00:00,1768792311.07314,1768792314.628925,3.555785
inhale,2026-01-19T03:11:58.799785+00:00,2026-01-19T03:12:02.658306+00:00,1768792318.799785,1768792322.658306,3.858521
inhale,2026-01-19T03:12:06.556215+00:00,2026-01-19T03:12:10.232742+00:00,1768792326.556215,1768792330.232742,3.676527
inhale,2026-01-19T03:12:14.837350+00:00,2026-01-19T03:12:18.214891+00:00,1768792334.83735,1768792338.214891,3.377541
inhale,2026-01-19T03:12:23.268525+00:00,2026-01-19T03:12:26.927372+00:00,1768792343.268525,1768792346.927372,3.658847
inhale,2026-01-19T03:12:31.630642+00:00,2026-01-19T03:12:35.496412+00:00,1768792351.630642,1768792355.496412,3.86577
inhale,2026-01-19T03:12:41.017641+00:00,2026-01-19T03:12:45.275289+00:00,1768792361.017641,1768792365.275289,4.257648
inhale,2026-01-19T03:12:50.142243+00:00,2026-01-19T03:12:53.739269+00:00,1768792370.142243,1768792373.739269,3.597026
inhale,2026-01-19T03:12:58.088745+00:00,2026-01-19T03:13:01.546390+00:00,1768792378.088745,1768792381.54639,3.457645
