Shimmer_6815_Timestamp_Unix_CAL,Shimmer_6815_PPG_A13_CAL,Unnamed: 2,inhale,inhale_id,epoch_sec
1768774223225.4028,68.86446886446886,,1,0,1768774223.2254028
1768774223233.215,185.34798534798531,,1,0,1768774223.233215
1768774223241.0278,323.07692307692304,,1,0,1768774223.2410278
1768774223248.8403,465.2014652014652,,1,0,1768774223.2488403
1768774223256.6528,601.4652014652014,,1,0,1768774223.2566528
1768774223264.465,727.4725274725274,,1,0,1768774223.264465
1768774223272.2778,840.2930402930402,,1,0,1768774223.2722778
1768774223280.0903,936.9963369963368,,1,0,1768774223.2800903
1768774223287.9028,1019.0476190476188,,1,0,1768774223.2879028
1768774223295.715,1087.179487179487,,1,0,1768774223.295715
1768774223303.5278,1144.3223443223442,,1,0,1768774223.3035278
1768774223311.3403,1192.6739926739926,,1,0,1768774223.3113403
1768774223319.1528,1232.967032967033,,1,0,1768774223.3191528
1768774223326.965,1267.3992673992673,,1,0,1768774223.326965
1768774223334.7778,1295.970695970696,,1,0,1768774223.3347778
1768774223342.5903,1318.6813186813183,,1,0,1768774223.3425903
1768774223350.4028,1337.7289377289376,,1,0,1768774223.3504028
1768774223358.215,1352.3809523809523,,1,0,1768774223.358215
1768774223366.0278,1361.904761904762,,1,0,1768774223.3660278
1768774223373.8403,1367.032967032967,,1,0,1768774223.3738403
1768774223381.6528,1372.161172161172,,1,0,1768774223.3816528
1768774223389.465,1377.2893772893772,,1,0,1768774223.389465
1768774223397.2778,1381.6849816849815,,1,0,1768774223.3972778
1768774223405.0903,1384.6153846153843,,1,0,1768774223.4050903
1768774223412.9028,1385.3479853479853,,1,0,1768774223.4129028
1768774223420.715,1385.3479853479853,,1,0,1768774223.420715
1768774223428.5278,1386.8131868131868,,1,0,1768774223.4285278
1768774223436.3403,1386.8131868131868,,1,0,1768774223.4363403
1768774223444.1528,1387.5457875457876,,1,0,1768774223.4441528
1768774223451.965,1387.5457875457876,,1,0,1768774223.451965
1768774223459.7778,1388.278388278388,,1,0,1768774223.4597778
1768774223467.5903,1386.8131868131868,,1,0,1768774223.4675903
1768774223475.4028,1386.080586080586,,1,0,1768774223.4754028
1768774223483.215,1387.5457875457876,,1,0,1768774223.483215
1768774223491.0278,1389.7435897435896,,1,0,1768774223.4910278
1768774223498.8403,1393.4065934065934,,1,0,1768774223.4988403
1768774223506.6528,1395.6043956043954,,1,0,1768774223.5066528
1768774223514.465,1397.069597069597,,1,0,1768774223.514465
1768774223522.2778,1398.5347985347985,,1,0,1768774223.5222778
1768774223530.0903,1398.5347985347985,,1,0,1768774223.5300903
1768774223537.9028,1397.069597069597,,1,0,1768774223.5379028
1768774223545.715,1392.6739926739926,,1,0,1768774223.545715
1768774223553.5278,1386.080586080586,,1,0,1768774223.5535278
1768774223561.3403,1379.4871794871794,,1,0,1768774223.5613403
1768774223569.1528,1373.6263736263736,,1,0,1768774223.5691528
1768774223576.965,1368.4981684981683,,1,0,1768774223.576965
1768774223584.7778,1363.3699633699632,,1,0,1768774223.5847778
1768774223592.5903,1361.1721611721612,,1,0,1768774223.5925903
1768774223600.4028,1359.7069597069597,,1,0,1768774223.6004028
1768774223608.215,1358.974358974359,,1,0,1768774223.608215
1768774223616.0278,1357.5091575091574,,1,0,1768774223.6160278
1768774223623.8403,1357.5091575091574,,1,0,1768774223.6238403
1768774223631.6528,1359.7069597069597,,1,0,1768774223.6316528
1768774223639.465,1362.6373626373625,,1,0,1768774223.639465
1768774223647.2778,1368.4981684981683,,1,0,1768774223.6472778
1768774223655.0903,1372.8937728937728,,1,0,1768774223.6550903
1768774223662.9028,1373.6263736263736,,1,0,1768774223.6629028
1768774223670.715,1373.6263736263736,,1,0,1768774223.670715
1768774223678.5278,1372.161172161172,,1,0,1768774223.6785278
1768774223686.3403,1369.9633699633698,,1,0,1768774223.6863403
1768774223694.1528,1369.9633699633698,,1,0,1768774223.6941528
1768774223701.965,1369.230769230769,,1,0,1768774223.701965
1768774223709.7778,1365.5677655677655,,1,0,1768774223.7097778
1768774223717.5903,1358.974358974359,,1,0,1768774223.7175903
1768774223725.4028,1350.18315018315,,1,0,1768774223.7254028
1768774223733.215,1341.3919413919414,,1,0,1768774223.733215
1768774223741.0278,1332.6007326007325,,1,0,1768774223.7410278
1768774223748.8403,1324.5421245421244,,1,0,1768774223.7488403
1768774223756.6528,1322.3443223443223,,1,0,1768774223.7566528
1768774223764.465,1331.135531135531,,1,0,1768774223.764465
1768774223772.2778,1345.054945054945,,1,0,1768774223.7722778
1768774223780.0903,1362.6373626373625,,1,0,1768774223.7800903
1768774223787.9028,1382.4175824175825,,1,0,1768774223.7879028
1768774223795.715,1405.8608058608058,,1,0,1768774223.795715
1768774223803.5278,1431.5018315018317,,1,0,1768774223.8035278
1768774223811.3403,1456.4102564102564,,1,0,1768774223.8113403
1768774223819.1528,1479.8534798534797,,1,0,1768774223.8191528
1768774223826.965,1498.9010989010987,,1,0,1768774223.826965
1768774223834.7778,1515.018315018315,,1,0,1768774223.8347778
1768774223842.5903,1531.135531135531,,1,0,1768774223.8425903
1768774223850.4028,1549.4505494505493,,1,0,1768774223.8504028
1768774223858.215,1563.3699633699632,,1,0,1768774223.858215
1768774223866.0278,1574.3589743589744,,1,0,1768774223.8660278
1768774223873.8403,1583.150183150183,,1,0,1768774223.8738403
1768774223881.6528,1590.4761904761904,,1,0,1768774223.8816528
1768774223889.465,1595.6043956043954,,1,0,1768774223.889465
1768774223897.2778,1600.7326007326003,,1,0,1768774223.8972778
1768774223905.0903,1603.6630036630036,,1,0,1768774223.9050903
1768774223912.9028,1602.9304029304028,,1,0,1768774223.9129028
1768774223920.715,1602.197802197802,,1,0,1768774223.920715
1768774223928.5278,1602.197802197802,,1,0,1768774223.9285278
